,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category,center_X,center_Y
12724,12725,071389147.jpg,917,881,838,691,947,600,901,607,698,698,731,919,924,604,773,412,744.9027,391.4488,626.0973,304.5512,1061,491,950,409,825,387,721,437,787,569,726,696,4.415804343491681,skateboarding,sports,924.0,603.5
12726,12727,068218317.jpg,738,802,831,572,962,548,1076,545,1249,416,1189,643,1019,547,1089,294,1100.7317,279.9977,1232.2683,123.0023,881,153,846,189,971,249,1207,339,1300,374,1386,398,6.144468732119971,skateboarding,sports,1019.0,546.5
12727,12728,043966153.jpg,1336,872,1384,723,1235,648,1223,660,1341,713,1266,840,1229,654,1318,487,1326.6856,482.3394,1432.3144,425.6606,1410,542,1304,559,1309,480,1326,494,1307,509,1285,523,3.596238034390938,skateboarding,sports,1229.0,654.0
12730,12731,029281286.jpg,873,718,926,667,933,638,988,629,1046,646,1082,744,961,634,940,528,921.1511,554.0295,979.8489,472.9705,753,674,805,610,882,547,998,509,1084,549,1118,593,3.002399040767233,skateboarding,sports,960.5,633.5
12731,12732,069356246.jpg,1084,612,1103,497,1106,309,1216,312,1236,477,1249,510,1161,311,1100,362,1107.0948,322.3872,1080.9052,468.6128,949,411,949,356,1007,364,1192,359,1313,400,1313,510,4.456574469253263,skateboarding,sports,1161.0,310.5
12733,12734,017872013.jpg,1107,797,1119,800,1093,660,1160,660,1240,754,1237,826,1127,660,1226,588,1243.1147,594.0821,1329.8853,624.9179,1153,446,1170,494,1203,557,1249,619,1283,699,1297,754,2.7626074639731217,skateboarding,sports,1126.5,660.0
12734,12735,008234650.jpg,1102,683,1011,609,1085,488,1156,499,1077,672,1211,768,1121,494,935,529,941.5549,523.0863,836.4451,617.9137,853,362,861,431,877,475,992,582,1058,702,1011,787,4.246915115704575,skateboarding,sports,1120.5,493.5
12736,12737,027637935.jpg,993,693,993,643,979,604,946,606,956,647,940,693,963,605,966,556,964.9112,557.9162,992.0888,510.0838,1027,626,1020,583,995,553,937,558,917,592,917,635,1.6504253997076024,"skiing, downhill",winter activities,962.5,605.0
12738,12739,066018800.jpg,1220,944,1215,840,1302,865,1273,867,1179,850,1172,954,1288,866,1233,721,1223.4579,702.2287,1181.5421,619.7713,1205,773,1261,773,1261,711,1205,730,1213,812,1179,788,2.774985405367026,"skiing, downhill",winter activities,1287.5,866.0
12780,12781,022816733.jpg,554,516,589,377,600,202,519,202,463,368,428,505,560,202,546,108,579.2845,109.0737,481.7155,105.9263,644,260,647,178,592,123,499,92,454,114,399,205,2.928590104470067,skateboarding,sports,559.5,202.0
12782,12783,059001247.jpg,483,586,486,453,523,355,577,359,606,445,619,569,550,357,537,231,540.8373,206.7554,555.1627,116.2446,518,349,476,310,481,238,592,224,638,275,691,325,2.7491264066972256,skateboarding,sports,550.0,357.0
12783,12784,074108580.jpg,420,438,375,333,386,219,438,209,454,275,499,396,412,214,418,89,431.2444,69.6133,473.7556,7.3867,291,64,305,102,365,80,471,98,530,144,552,109,2.260845859407492,skateboarding,sports,412.0,214.0
12784,12785,031913952.jpg,494,521,522,381,499,261,550,274,626,360,588,484,525,268,537,132,553.5378,115.642,612.4622,57.358,350,70,419,119,502,111,572,152,604,181,668,149,2.486404633200316,skateboarding,sports,524.5,267.5
12785,12786,010470516.jpg,436,406,484,279,421,172,401,184,465,278,456,390,411,178,485,79,487.1186,79.4802,557.8814,95.5198,502,174,470,89,487,55,483,102,453,131,432,166,2.1767351699276603,skateboarding,sports,411.0,178.0
12786,12787,071674638.jpg,640,434,624,342,576,273,531,282,548,387,525,447,554,278,582,217,570.398,220.5158,626.602,203.4842,630,317,618,247,606,206,558,228,550,270,556,332,1.7618354066143638,skateboarding,sports,553.5,277.5
12787,12788,029969783.jpg,532,625,509,514,599,463,644,471,585,516,636,644,622,467,599,354,593.75,332.6502,574.25,253.3498,605,381,586,368,578,349,620,359,700,413,721,477,2.4498816297935697,skateboarding,sports,621.5,467.0
12788,12789,016636272.jpg,815,427,764,350,807,235,776,220,685,281,706,378,792,228,735,157,723.9061,151.8798,668.0939,126.1202,690,236,735,228,734,189,735,124,735,67,702,8,1.84409978038066,skateboarding,sports,791.5,227.5
12792,12793,035840224.jpg,440,395,496,314,493,215,551,219,565,333,547,423,522,217,532,80,508.7476,81.5002,586.2524,76.4998,360,61,409,73,481,85,583,74,617,58,676,42,2.329978540673712,skateboarding,sports,522.0,217.0
12794,12795,008022429.jpg,676,501,619,376,689,227,712,210,636,383,727,522,701,219,574,126,594.905,110.0462,515.095,170.9538,665,227,630,180,598,136,549,115,537,218,539,309,3.011880475716127,skateboarding,sports,700.5,218.5
12797,12798,078783319.jpg,721,509,708,376,621,274,675,280,746,362,738,461,648,277,660,133,677.4128,126.9055,762.5872,97.0945,501,19,556,88,629,108,690,157,671,157,648,146,2.707217021223086,skateboarding,sports,648.0,277.0
12798,12799,065835709.jpg,456,358,443,308,468,268,473,266,443,313,459,365,471,267,481,202,474.7331,190.8814,456.2669,158.1186,442,202,458,227,474,211,487,192,489,239,463,271,1.128255290260143,skateboarding,sports,470.5,267.0
12799,12800,051425428.jpg,740,477,678,418,725,293,698,288,631,397,693,494,712,291,660,194,636.3924,191.7019,570.6076,185.2981,637,325,684,279,670,214,649,173,652,220,599,295,1.9828706463105448,skateboarding,sports,711.5,290.5
12800,12801,008967826.jpg,533,525,559,412,565,285,616,286,650,399,626,487,591,286,594,142,607.6096,130.1465,673.3904,72.8535,517,275,517,213,559,128,628,155,618,208,616,256,2.616990638118524,skateboarding,sports,590.5,285.5
12835,12836,059801836.jpg,639,562,660,482,621,381,642,383,671,464,652,545,632,382,661,286,666.8326,274.7236,700.1674,210.2764,656,413,628,346,653,283,669,288,650,346,669,394,2.1767351699276603,rollerblading,sports,631.5,382.0
12838,12839,020808721.jpg,647,258,591,189,673,199,638,189,572,187,605,266,656,194,658,47,660.9431,62.6967,649.0569,-0.69668,680,1,714,38,698,56,618,37,586,22,620,13,1.934941859591652,rollerblading,sports,655.5,194.0
12843,12844,081012664.jpg,598,263,580,197,677,204,717,230,598,256,573,303,697,217,642,98,637.4596,89.0082,595.5404,5.9918,563,230,600,177,639,120,644,75,563,134,491,126,2.789993548379637,rollerblading,sports,697.0,217.0
12848,12849,077858185.jpg,895,615,805,517,887,445,937,460,856,538,805,661,912,453,822,416,822.0009,416.0007,720.9991,331.9993,763,452,793,481,786,408,858,424,860,533,797,470,3.941045546552336,skateboarding,sports,912.0,452.5
12849,12850,095640078.jpg,707,593,712,516,643,505,655,506,725,522,696,593,649,506,677,427,687.7127,416.1026,724.2873,378.8974,677,464,634,452,669,420,685,434,663,474,658,525,1.5651606946253154,skateboarding,sports,649.0,505.5
12850,12851,012807851.jpg,599,481,575,407,502,372,497,373,550,417,538,484,500,373,516,270,517.9321,266.0025,543.0679,213.9975,528,350,496,331,508,277,523,262,526,282,559,271,1.7328265925937307,skateboarding,sports,499.5,372.5
12851,12852,001216835.jpg,408,317,440,273,434,172,488,160,499,227,511,324,461,166,462,110,465.6672,107.775,547.3328,58.225,390,268,374,192,418,121,505,99,554,126,574,187,2.865664320886172,skateboarding,sports,461.0,166.0
12853,12854,010518828.jpg,169,263,172,198,179,136,214,138,223,206,229,266,197,137,193,50,194.418,44.5305,205.582,1.4695,154,134,154,97,161,53,225,46,230,83,238,118,1.3345381223479529,skateboarding,sports,196.5,137.0
12854,12855,032283778.jpg,544,501,521,398,538,279,588,292,603,425,628,530,563,286,573,129,572.9119,117.7271,572.0881,12.2729,465,273,478,199,511,120,634,137,640,231,626,314,3.163724387490162,skateboarding,sports,563.0,285.5
12855,12856,016894409.jpg,572,477,591,420,543,368,588,362,639,405,666,479,566,365,586,315,582.2295,313.506,642.7705,337.494,467,317,512,294,559,310,612,320,628,346,647,381,1.9536058967969971,skateboarding,sports,565.5,365.0
12856,12857,094169483.jpg,709,456,698,414,719,358,693,357,671,413,667,460,706,358,692,301,692.8969,302.2333,667.1031,266.7667,720,311,739,307,711,298,672,303,656,339,638,374,1.3156291270719114,skateboarding,sports,706.0,357.5
12858,12859,033395352.jpg,244,451,358,404,358,244,325,238,341,366,271,448,342,241,439,142,448.2027,125.6223,488.7973,53.3777,507,252,480,214,466,170,412,113,356,134,298,142,2.486057119215083,skateboarding,sports,341.5,241.0
12861,12862,063600180.jpg,838,444,805,363,739,345,778,330,847,375,847,438,759,338,774,252,774.0892,251.7636,793.9108,199.2364,659,231,696,249,737,249,811,255,857,269,907,267,1.684280261714184,skateboarding,sports,758.5,337.5
12862,12863,094619628.jpg,685,450,768,405,612,418,601,413,699,339,694,445,607,416,638,284,641.1706,273.9767,665.8294,196.0233,718,440,672,371,660,286,616,282,636,343,715,347,2.452818786620814,skateboarding,sports,606.5,415.5
12863,12864,020700083.jpg,868,562,902,530,900,462,881,466,897,514,878,553,891,464,921,416,920.9912,415.6747,920.0088,379.3253,918,456,937,429,945,417,897,415,884,437,897,449,1.0908785450268972,skateboarding,sports,890.5,464.0
12864,12865,098903924.jpg,397,587,443,368,334,353,389,355,562,447,574,610,362,354,452,195,484.4773,182.349,591.5227,140.651,224,57,312,120,410,164,493,226,432,245,376,236,3.446403342616763,skateboarding,sports,361.5,354.0
12867,12868,066237162.jpg,312,426,338,339,278,302,315,301,387,256,394,346,297,302,334,215,337.267,214.032,411.733,191.968,285,286,278,243,317,227,351,203,415,237,474,278,2.329978540673712,skateboarding,sports,296.5,301.5
12868,12869,001316277.jpg,858,695,717,573,462,660,560,554,809,560,685,584,511,607,521,384,523.3233,356.3313,540.6767,149.6687,259,763,318,592,394,375,647,392,647,590,657,774,6.221696231736165,skateboarding,sports,511.0,607.0
12869,12870,073623760.jpg,616,524,606,356,704,554,809,536,749,274,864,491,757,545,667,207,668.1333,175.1272,673.8667,13.8728,461,384,416,289,539,244,794,169,959,186,1124,234,4.8406875544699215,skateboarding,sports,756.5,545.0
12870,12871,073221756.jpg,1260,709,1138,599,1188,421,1159,409,1070,582,1164,704,1174,415,1049,235,1027.7624,205.5654,956.2376,106.4346,1099,448,1099,344,1063,253,1034,217,1094,325,1061,431,3.667212565423499,skateboarding,sports,1173.5,415.0
12871,12872,016514871.jpg,664,513,753,458,575,417,556,436,686,456,570,509,566,427,719,363,713.3057,365.9909,823.6943,308.0091,811,581,780,477,758,367,679,359,674,470,676,554,3.740690845285133,skateboarding,sports,565.5,426.5
12872,12873,095666009.jpg,708,443,725,396,705,321,676,327,724,376,713,437,691,324,729,276,729.4179,274.7663,749.5821,215.2337,728,312,763,296,780,275,678,276,650,295,653,315,1.8856425960398755,skateboarding,sports,690.5,324.0
12873,12874,022390813.jpg,343,278,361,138,341,155,407,156,419,301,424,277,374,156,399,105,391.5786,95.3679,453.4214,175.6321,305,272,301,191,325,105,472,105,483,211,500,290,3.039768412231432,skateboarding,sports,374.0,155.5
12874,12875,045774937.jpg,731,332,746,272,715,208,743,212,754,272,734,325,729,210,724,149,725.9464,141.6725,739.0536,92.3275,691,229,687,192,694,149,753,148,758,184,762,220,1.5316814290184495,skateboarding,sports,729.0,210.0
12876,12877,060328232.jpg,729,439,686,346,722,233,686,237,621,351,686,453,704,235,608,135,600.1954,132.2684,535.8046,109.7316,760,208,732,159,658,108,557,161,601,235,603,204,2.046624538111473,skateboarding,sports,704.0,235.0
12877,12878,037545112.jpg,516,391,505,316,526,259,559,251,524,316,545,386,543,255,503,182,501.0215,178.5667,470.9785,126.4333,483,272,488,237,479,193,526,170,568,195,575,244,1.8051127388614816,skateboarding,sports,542.5,255.0
12878,12879,035317346.jpg,567,464,524,360,604,272,630,270,537,355,567,477,617,271,560,164,560.9754,165.1528,504.0246,97.8472,516,291,535,240,535,174,585,153,651,209,623,266,2.645013421516042,skateboarding,sports,617.0,271.0
13005,13006,073792394.jpg,996,566,945,474,918,328,940,349,887,505,891,654,929,339,922,167,920.0,164.0,860.0,63.0,813,193,801,227,872,155,972,179,957,289,893,225,3.55726636618626,boxing,sports,929.0,338.5
13006,13007,092545159.jpg,-1,-1,559,669,559,491,625,479,659,611,-1,-1,592,485,569,264,593.0716,234.5792,670.9284,139.4208,679,276,617,365,535,264,603,264,625,315,665,290,3.68851189506012,boxing,sports,592.0,485.0
13007,13008,005862956.jpg,-1,-1,78,711,73,535,155,522,200,705,-1,-1,114,529,94,273,108.9425,240.9804,170.0575,110.0196,115,413,-1,-1,14,278,174,267,189,367,213,368,4.335571934589484,boxing,sports,114.0,528.5
13008,13009,001155628.jpg,-1,-1,-1,-1,735,586,781,630,-1,-1,-1,-1,758,608,796,301,778.329,260.7036,706.671,97.2964,667,435,702,379,750,288,841,313,836,499,797,675,5.352860917303943,boxing,sports,758.0,608.0
13009,13010,069913883.jpg,740,637,728,533,728,408,763,411,761,546,766,705,746,410,742,250,734.6125,226.8066,706.3875,138.1934,667,273,684,331,705,251,778,248,715,266,646,250,2.789993548379637,boxing,sports,745.5,409.5
13011,13012,033407890.jpg,-1,-1,883,695,877,532,846,558,770,699,-1,-1,862,545,857,284,847.0,261.0,790.0,126.0,728,293,779,377,844,287,869,281,791,409,732,295,4.369054817692266,boxing,sports,861.5,545.0
13012,13013,054680203.jpg,-1,-1,207,712,222,536,298,527,394,686,-1,-1,260,532,254,268,274.0,234.0,347.0,108.0,310,444,188,424,190,272,317,263,340,377,386,467,4.359354080594968,boxing,sports,260.0,531.5
13013,13014,010241312.jpg,-1,-1,342,712,239,519,321,496,403,561,-1,-1,280,508,245,266,264.6839,219.027,313.3161,102.973,288,514,217,397,213,255,276,276,297,389,364,380,3.774949006278099,boxing,sports,280.0,507.5
13014,13015,064269442.jpg,-1,-1,-1,-1,104,528,190,518,210,707,-1,-1,147,523,127,251,150.0077,212.7183,222.9923,91.2817,188,374,74,412,69,255,185,246,197,354,226,349,4.250439977225887,boxing,sports,147.0,523.0
13015,13016,032514745.jpg,-1,-1,640,630,659,468,715,444,771,575,769,702,687,456,690,244,701.0868,236.9289,805.9132,170.0711,747,293,677,368,634,263,745,225,838,249,961,243,3.7299737264490216,boxing,sports,687.0,456.0
13016,13017,063271512.jpg,-1,-1,807,603,801,448,737,462,661,619,-1,-1,769,455,737,213,735.0,207.0,698.0,88.0,683,228,737,226,795,206,679,220,566,239,446,216,3.7258019271024057,boxing,sports,769.0,455.0
13017,13018,083400691.jpg,377,712,415,593,373,434,285,441,277,638,251,715,345,438,347,223,412.0,174.0,301.0,110.0,418,258,389,306,358,200,261,197,307,319,371,268,3.849962077735312,boxing,sports,329.0,437.5
13018,13019,017111133.jpg,-1,-1,-1,-1,392,378,461,377,-1,-1,-1,-1,431,378,424,206,394.0,163.0,457.0,86.0,357,266,369,313,362,193,494,208,521,323,514,387,3.006041915875426,boxing,sports,426.5,377.5
13019,13020,093087309.jpg,-1,-1,272,620,286,442,347,435,388,584,345,712,317,439,329,211,350.0,184.0,425.0,95.0,447,231,371,279,309,205,348,217,404,259,456,283,3.4858709098301395,boxing,sports,316.5,438.5
13035,13036,049020146.jpg,-1,-1,-1,-1,189,532,303,516,452,706,-1,-1,246,524,247,223,267.0488,181.5984,349.9512,10.4016,361,264,251,404,171,233,322,212,336,322,410,276,5.706400616851222,boxing,sports,246.0,524.0
13036,13037,024637140.jpg,181,705,221,595,276,439,377,432,424,581,458,712,327,436,340,219,346.2952,196.1316,382.7048,63.8684,358,268,285,356,272,223,407,215,437,291,487,267,4.115492680105263,boxing,sports,326.5,435.5
13154,13155,077589708.jpg,633,598,645,498,663,369,723,374,753,515,789,625,693,372,701,221,699.0874,208.0615,685.9126,118.9385,687,255,634,301,643,220,758,222,755,315,713,247,2.7027452710161195,"softball, general",sports,693.0,371.5
13155,13156,063009385.jpg,583,608,629,492,686,334,750,336,787,488,783,610,719,333,699,196,700.0,180.0,668.0,101.0,730,173,686,244,652,195,753,182,790,233,755,168,2.5872178106993617,"softball, general",sports,718.0,335.0
13156,13157,098225941.jpg,563,591,629,472,694,340,768,340,791,489,779,608,731,340,711,199,706.0228,175.003,687.9772,87.997,794,159,835,225,764,191,658,206,724,247,779,172,2.66572916853907,"softball, general",sports,731.0,340.0
13157,13158,068567664.jpg,173,699,245,551,216,381,269,384,272,532,246,639,243,383,239,203,249.3429,178.3495,288.6571,84.6505,158,405,160,298,187,205,290,201,336,282,410,328,3.0483779293256923,"softball, general",sports,242.5,382.5
13158,13159,097548199.jpg,585,577,615,466,649,351,657,361,685,504,774,607,653,356,640,232,639.8918,218.0475,639.1082,116.9525,665,196,635,220,663,216,617,247,599,208,651,174,3.032939168529432,"softball, general",sports,653.0,356.0
13159,13160,005738847.jpg,629,508,641,436,661,345,708,348,725,449,749,527,685,347,684,230,682.4604,224.4015,663.5396,155.5985,685,237,646,285,640,231,728,228,720,283,700,224,2.1407138996138646,"softball, general",sports,684.5,346.5
13161,13162,027474503.jpg,203,387,223,330,243,258,281,256,305,330,331,399,263,256,264,155,261.0,101.0,276.0,146.0,244,175,221,208,233,160,294,157,305,201,271,175,1.4319776534569244,"softball, general",sports,262.0,257.0
13162,13163,057936362.jpg,205,391,227,331,257,266,299,262,312,336,326,399,278,264,266,170,265.8188,168.3688,260.1812,117.6312,236,156,203,187,235,173,296,167,304,191,259,170,1.5314933888202067,"softball, general",sports,278.0,264.0
13163,13164,005862870.jpg,203,394,220,343,238,279,284,263,304,333,341,404,261,271,238,180,238.3493,180.9451,220.6507,133.0549,169,184,173,204,213,181,262,178,212,199,167,186,1.5316814290184495,"softball, general",sports,261.0,271.0
13164,13165,014967751.jpg,183,383,228,336,266,278,300,270,317,341,342,410,283,274,246,187,245.6705,179.0925,243.3295,122.9075,233,159,292,158,261,184,231,190,243,177,224,171,1.687013929995837,"softball, general",sports,283.0,274.0
13166,13167,018650058.jpg,191,407,220,337,238,263,284,263,301,341,329,402,261,263,268,166,265.2418,152.0368,254.7582,98.9632,229,220,221,200,229,167,306,165,298,220,250,234,1.6229750460188843,"softball, general",sports,261.0,263.0
13167,13168,090949904.jpg,480,657,496,567,518,431,464,423,446,578,461,670,491,427,503,307,504.0777,289.7574,508.9223,212.2426,422,278,480,294,544,299,462,314,406,360,371,310,2.329978540673712,"softball, general",sports,491.0,427.0
13775,13776,052851517.jpg,584,577,536,402,412,490,455,413,612,374,623,514,434,452,540,306,541.0297,303.0963,588.9703,167.9037,806,442,645,387,521,324,558,287,677,344,812,368,4.30323413260306,"rowing, stationary",conditioning exercise,433.5,451.5
13776,13777,069190231.jpg,536,574,464,372,329,490,352,444,494,341,563,528,341,467,329,259,333.213,240.1584,360.787,116.8416,555,368,401,362,291,271,367,246,479,296,576,322,3.7908605883097306,"rowing, stationary",conditioning exercise,340.5,467.0
13777,13778,071120716.jpg,958,701,668,578,431,548,469,495,700,504,935,637,450,522,144,400,144.0,359.8454,144.0,187.1546,282,440,159,582,94,451,193,349,189,457,301,400,5.180721185317736,"rowing, stationary",conditioning exercise,450.0,521.5
13779,13780,041354052.jpg,662,544,660,320,514,422,575,348,751,307,758,507,545,385,616,217,619.1442,203.8442,650.8558,71.1558,782,379,636,313,551,235,680,198,801,296,897,335,4.092756528307053,"rowing, stationary",conditioning exercise,544.5,385.0
13968,13969,030369847.jpg,897,420,936,359,937,318,971,344,907,438,872,485,954,331,960,272,958.0,261.0,948.0,212.0,943,346,950,315,941,266,978,278,938,300,902,312,1.5150445538003163,soccer,sports,954.0,331.0
13970,13971,017226481.jpg,867,534,850,433,847,370,887,376,862,469,850,521,867,373,863,249,861.8562,241.3456,851.1438,169.6544,801,328,817,298,827,251,899,247,917,289,848,299,2.174617207694264,soccer,sports,867.0,373.0
13974,13975,003286273.jpg,857,549,844,534,830,507,811,512,814,537,825,564,821,510,808,463,804.9721,455.7331,796.0279,434.2669,822,467,835,473,820,457,795,468,805,489,793,489,0.6976532089799343,soccer,sports,820.5,509.5
13977,13978,034198581.jpg,216,665,238,614,261,584,283,585,286,635,351,608,272,585,290,516,287.1848,504.0766,275.8152,455.9234,271,569,294,552,276,521,303,510,327,554,292,575,1.4843180252223578,soccer,sports,272.0,584.5
13979,13980,074181291.jpg,936,519,872,427,888,323,927,323,909,448,973,411,908,323,878,183,876.3543,173.7842,859.6457,80.2158,825,289,852,263,845,193,911,172,998,231,1029,309,2.851458574133596,soccer,sports,907.5,323.0
14047,14048,007478816.jpg,664,283,634,212,702,179,723,170,651,223,740,269,713,175,673,70,668.0342,66.9226,606.9658,29.0774,580,48,584,60,648,63,698,77,718,142,687,159,2.155328281260189,rollerblading,sports,712.5,174.5
14048,14049,025175880.jpg,727,353,676,290,687,213,664,208,593,264,595,340,676,211,637,117,635.9519,116.8418,585.0481,109.1582,580,150,620,157,648,128,626,106,612,114,566,146,1.5444144521468322,rollerblading,sports,675.5,210.5
14051,14052,032168405.jpg,880,522,882,408,914,314,867,306,825,414,793,506,891,310,865,224,864.0877,221.6975,844.9123,173.3025,997,315,953,252,909,229,821,219,800,275,822,333,1.5616606545597542,rollerblading,sports,890.5,310.0
14057,14058,023330229.jpg,823,508,747,461,803,384,771,386,725,456,752,545,787,385,698,357,692.4569,354.0863,625.5431,318.9137,617,394,673,402,715,352,681,362,730,383,730,455,2.267841264286369,rollerblading,sports,787.0,385.0
14058,14059,063302122.jpg,820,532,754,496,792,430,799,407,754,473,765,557,796,419,730,386,733.9063,389.706,687.0937,345.294,858,427,804,411,744,386,715,386,697,434,669,421,1.9358347036872756,rollerblading,sports,795.5,418.5
14059,14060,025987963.jpg,830,546,760,511,816,434,785,442,727,498,753,577,801,438,726,403,719.6049,399.536,660.3951,367.464,642,437,689,444,747,399,705,407,732,416,766,423,2.0201386091058207,rollerblading,sports,800.5,438.0
14061,14062,061359807.jpg,380,413,375,284,397,148,338,148,325,283,319,407,368,148,331,64,328.7968,58.9739,301.2032,-3.9739,403,133,415,90,384,59,277,68,285,101,328,137,2.061905914439357,rollerblading,sports,367.5,148.0
14062,14063,030069119.jpg,513,357,476,305,542,244,523,257,430,325,471,406,533,251,432,159,424.4458,152.3901,343.5542,81.6099,556,244,501,193,425,141,439,176,523,223,561,259,3.2245855547651394,rollerblading,sports,532.5,250.5
14169,14170,081391611.jpg,504,680,520,562,500,450,510,450,547,551,541,657,505,450,585,344,604.0997,330.7642,679.9003,278.2358,598,488,583,429,581,346,589,341,592,423,598,488,2.7666702008009554,golf,sports,505.0,450.0
14171,14172,032595154.jpg,518,590,581,517,583,426,610,420,608,509,592,598,597,423,579,328,579.7961,329.2264,541.2039,269.7736,676,357,632,360,568,357,589,298,627,338,674,370,2.126405417600322,golf,sports,596.5,423.0
14172,14173,025246930.jpg,360,377,374,291,376,218,419,216,435,290,452,379,398,217,395,127,394.5224,123.8481,385.4776,64.1519,384,236,365,191,356,129,433,125,425,182,401,234,1.811324377354868,golf,sports,397.5,217.0
14173,14174,027893531.jpg,358,377,368,289,368,216,407,212,427,289,445,374,388,214,368,124,368.0,113.4689,368.0,55.5311,309,127,333,151,353,111,383,136,329,156,295,124,1.738136933615991,golf,sports,387.5,214.0
14176,14177,000360424.jpg,358,379,374,288,385,211,422,209,435,300,453,381,404,210,382,125,381.3887,120.9651,372.6113,63.0349,313,125,350,154,370,109,393,141,394,201,381,258,1.7577440086656533,golf,sports,403.5,210.0
14179,14180,075911910.jpg,418,369,443,298,433,221,467,213,486,286,494,372,450,217,413,138,405.2983,124.5667,377.7017,76.4333,465,106,460,144,401,155,425,120,444,137,473,117,1.6644999249023713,golf,sports,450.0,217.0
14184,14185,035788853.jpg,318,390,330,295,334,213,372,213,381,302,386,395,353,213,354,119,353.4322,115.1389,344.5678,54.8611,352,245,327,198,320,125,387,113,392,174,367,236,1.8277855454073384,golf,sports,353.0,213.0
14185,14186,080134714.jpg,319,390,333,292,333,227,366,221,382,316,380,394,350,224,351,136,350.5962,133.4156,341.4038,74.5844,350,259,327,196,320,139,382,133,376,202,360,249,1.7863482303291258,golf,sports,349.5,224.0
14186,14187,034879059.jpg,321,397,334,300,343,217,383,216,387,307,389,400,363,217,350,132,349.7945,131.1341,336.2055,73.8659,321,240,320,188,318,129,381,135,364,188,332,249,1.7657542297839752,golf,sports,363.0,216.5
14189,14190,055116460.jpg,323,398,343,299,346,215,386,213,385,305,388,400,366,214,361,107,358.1776,89.6894,348.8224,32.3106,365,215,335,177,327,113,394,100,407,161,409,225,1.7440917407063197,golf,sports,366.0,214.0
14192,14193,028175258.jpg,567,599,581,479,602,343,663,336,677,483,703,613,633,340,607,213,612.5041,221.0727,556.4959,138.9273,574,383,565,310,553,223,661,203,673,305,631,367,2.982669944864836,golf,sports,632.5,339.5
14193,14194,044139909.jpg,564,604,639,492,639,361,707,351,711,473,704,612,673,356,657,244,664.6749,259.1022,618.3251,167.8978,716,417,666,345,609,272,704,216,725,308,738,390,3.0691862113596167,golf,sports,673.0,356.0
14194,14195,087334131.jpg,551,614,579,491,588,358,660,352,685,483,714,621,624,355,591,242,597.5557,255.5087,551.4443,160.4913,554,426,545,340,536,245,646,238,619,345,585,417,3.1684545128500745,golf,sports,624.0,355.0
15012,15013,060035469.jpg,417,252,410,192,422,125,457,122,445,190,472,259,440,124,419,69,418.9956,68.9921,391.0044,19.0079,376,135,376,95,393,74,444,64,486,76,470,107,1.7186413238369431,"skiing, downhill",winter activities,439.5,123.5
15017,15018,003155955.jpg,864,644,895,551,893,435,933,436,980,542,1002,640,913,436,926,316,925.4851,318.2069,940.5149,253.7931,849,405,847,371,891,316,960,316,1011,369,1057,402,1.984322554425061,"skiing, downhill",winter activities,913.0,435.5
15023,15024,060245326.jpg,853,765,859,598,706,565,681,557,826,590,730,729,694,561,800,389,796.1693,391.0834,917.8307,324.9166,755,491,716,458,790,379,810,398,818,475,922,546,4.154704321609421,"skiing, downhill",winter activities,693.5,561.0
15609,15610,028458074.jpg,584,533,574,438,556,357,516,359,544,442,561,530,536,358,535,240,536.9877,229.0674,549.0123,162.9326,606,181,615,205,572,234,497,245,514,289,575,278,2.016571347609601,"softball, general",sports,536.0,358.0
15610,15611,097047665.jpg,543,833,526,677,459,504,512,516,485,706,478,848,486,510,560,374,575.2675,351.4458,632.7325,266.5542,305,408,391,376,526,352,593,395,555,460,-1,-1,3.075373148091138,"softball, general",sports,485.5,510.0
15613,15614,081310538.jpg,525,821,494,682,446,521,489,535,456,696,448,850,468,528,569,400,569.1669,399.8166,649.8331,311.1834,294,326,381,343,535,383,602,417,549,509,518,573,3.5953570059174926,"softball, general",sports,467.5,528.0
15616,15617,002194147.jpg,952,821,1041,711,1103,482,1127,480,1125,696,1120,855,1115,481,1077,310,1076.7335,313.2276,1086.2665,197.7724,1231,381,1192,343,1111,299,1043,321,-1,-1,-1,-1,3.4754452952103843,"softball, general",sports,1115.0,481.0
15617,15618,076871091.jpg,640,886,746,828,791,638,871,634,957,773,998,929,831,636,826,426,825.722,421.1154,819.278,307.8846,534,444,638,456,763,424,888,427,924,504,1027,484,3.402417963742844,"softball, general",sports,831.0,636.0
15619,15620,033890820.jpg,721,825,810,687,814,515,764,513,810,676,778,814,789,514,801,337,802.6125,330.7227,827.3875,234.2773,751,284,816,286,853,329,748,345,721,438,671,540,2.987301123087527,"softball, general",sports,789.0,514.0
15626,15627,031228558.jpg,-1,-1,415,543,437,351,485,355,488,505,481,633,461,353,408,183,411.6168,162.8293,430.3832,58.1707,488,283,386,288,396,182,420,184,411,286,471,245,3.189833851472517,"softball, general",sports,461.0,353.0
